StudentStressSurvey_Id,Textbooks And Course,"Online Resources (eg Educational Websites, Ebooks)",Video lectures or tutorials,Audio recording and wildcard,Library Resources,Hostel Doom Room,School Libarary,Study Hall Common Areas,Cafes,"Outdoor (Parks, Campus Ground)",Desktop,Laptop,Tablets,Smartphone,Traditional Notes,How Often Do You Take Breaks During A Typical Study Session,What Are Your Primary Methods For Retaining Information,How Do You Assess Your Understanding And Retention Of Study Materials,What Challenges Do You Face Most Often When Studying,On Average How Many Hours Do You Spend Studying Each Day,Are You Involved In Any Extracurricular Activities,Which Types Of Extracurricular Activities Are You InvolvedI n,How Would You Rate Your Overall Health Currently,How Would You Rate Your Stress Level During This Academic Term,To What Extent Do You Believe Stress Affects Your Physical Health,Indicate How Much Academic Workload Contribute to stress,How Pressure To Perform Well In Exams Significantly Impacts My Stress Levels,How Time Constraints Significantly Increase My Stress Levels During Examinations,Lack Of SleepIs A Frequent Issue For Me During Exam Periods,My Eating Habits Worsen During Exam Periods,How Frequently Do You Experience Health Issues Such As Headaches Or Other Minor Ailments,When You Experience These Health Issues How Do They Affect Your Ability To Study,What Measures Do You Take To Manage Minor Ailments Like Headaches When Studying,How Would You Describe The Quality Of Your Sleep On Most Nights,On Average How Many Hours Of Sleep Do You Get On A Typical Night During The School Week,Do You Believe That Your Diet Affects Your Academic Performance,How Would You Rate Your Overall Diet In Terms Of Nutritional Balance,If You Were To Use An Examination Routine Manager How Many Courses Would You Want It To Handle Concurrently
325,1,1,1,3,3,4,2,3,2,4,2,3,2,3,0,Every two hours,Teaching the material to someone else,Writing summaries or essays,Time management,1-3 hours,No (Go to 3),Volunteer work,Fair,Low,Extremely,Moderately,Slightly,Moderately,Frequently,Never,Very frequently,Moderately,Use natural remedies,Average,3-5 hours,Moderately,Somewhat nutritious,3-4 courses
327,4,2,4,2,1,2,1,1,2,1,4,3,2,1,2,I rarely take breaks during a study session,Summarizing topics in my own words,Discussing topics with peers or instructors,Lack of motivation,1-3 hours,Yes (Go to 2.10),Student government,Excellent,Low,Extremely,Very little,Quite a bit,Not at all,Frequently,Very frequently,Frequently,Quite a bit,Seek medical advice,Good,More than 9 hours,Significantly,Somewhat nutritious,1-2 courses
329,4,3,2,4,1,3,2,2,4,3,3,3,3,1,2,Every hour,Re-reading notes and textbooks,Writing summaries or essays,Procrastination,1-3 hours,Yes (Go to 2.10),Sports,Excellent,Very Low,Moderately,None,Moderately,Extremely,Never,Frequently,Occasionally,Quite a bit,Take medication,Good,7-9 hours,Not at all,Extremely nutritious,5-6 courses
331,4,4,1,4,4,4,2,3,2,3,1,4,3,2,2,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",Less than 1 hour,No (Go to 3),Student government,Fair,Moderate,Extremely,Extremely,Slightly,Slightly,Very frequently,Never,Very frequently,Severely,Use natural remedies,Poor,More than 9 hours,Extremely,Extremely nutritious,3-4 courses
333,1,1,4,4,1,3,1,4,3,3,1,4,4,3,2,Every hour,Teaching the material to someone else,Taking practice tests or quizzes,Time management,More than 6 hours,No (Go to 3),Sports,Good,Very Low,Extremely,Quite a bit,Extremely,Slightly,Very frequently,Rarely,Very frequently,Not at all,Take medication,Very poor,Less than 3 hours,Not at all,Not nutritious,3-4 courses
335,4,4,1,1,2,2,2,4,4,4,1,4,3,3,1,I rarely take breaks during a study session,Summarizing topics in my own words,Taking practice tests or quizzes,Lack of motivation,4-6 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)",Excellent,Moderate,Extremely,Quite a bit,Not at all,Extremely,Very frequently,Never,Occasionally,Not at all,Take medication,Average,5-7 hours,Not at all,Extremely nutritious,7-8 courses
337,1,4,2,3,2,4,3,4,3,3,3,3,4,3,3,Every hour,Using mnemonic devices,Writing summaries or essays,Procrastination,1-3 hours,Yes (Go to 2.10),"Clubs (e.g., debate, science)",Poor,Very Low,Not at all,Very little,Slightly,Moderately,Never,Frequently,Frequently,Not at all,Take medication,Very poor,3-5 hours,Slightly,Somewhat nutritious,1-2 courses
339,4,4,3,4,2,2,1,1,4,3,4,4,4,4,2,Every two hours,Re-reading notes and textbooks,Discussing topics with peers or instructors,Lack of motivation,More than 6 hours,No (Go to 3),Volunteer work,Poor,Moderate,Quite a bit,Very little,Not at all,Slightly,Frequently,Frequently,Very frequently,Quite a bit,Seek medical advice,Average,Less than 3 hours,Extremely,Moderately nutritious,3-4 courses
341,4,2,3,3,1,4,1,3,2,1,1,2,1,2,2,I rarely take breaks during a study session,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Difficulty understanding the material,Less than 1 hour,No (Go to 3),"Clubs (e.g., debate, science)",Excellent,Very High,Slightly,Very little,Extremely,Extremely,Frequently,Occasionally,Rarely,Moderately,Take a break/rest,Good,More than 9 hours,Moderately,Extremely nutritious,1-2 courses
343,1,4,3,3,2,3,3,1,2,3,4,3,1,4,4,Every two hours,Re-reading notes and textbooks,Taking practice tests or quizzes,Lack of motivation,More than 6 hours,Yes (Go to 2.10),Music or Arts,Poor,High,Moderately,Very little,Slightly,Moderately,Never,Rarely,Very frequently,Moderately,Take a break/rest,Poor,Less than 3 hours,Extremely,Not nutritious,7-8 courses
345,4,2,2,2,2,2,4,1,2,2,1,2,1,1,1,Every two hours,Summarizing topics in my own words,Discussing topics with peers or instructors,Difficulty understanding the material,Less than 1 hour,No (Go to 3),"Clubs (e.g., debate, science)",Excellent,High,Quite a bit,Very little,Moderately,Slightly,Very frequently,Very frequently,Very frequently,Slightly,Use natural remedies,Good,7-9 hours,Not at all,Extremely nutritious,7-8 courses
347,1,3,3,4,1,2,3,4,1,4,2,3,4,4,0,Every hour,Re-reading notes and textbooks,Discussing topics with peers or instructors,Time management,More than 6 hours,Yes (Go to 2.10),Volunteer work,Good,Very High,Quite a bit,Very little,Extremely,Quite a bit,Occasionally,Very frequently,Frequently,Not at all,Take a break/rest,Very poor,3-5 hours,Significantly,Not nutritious,5-6 courses
349,4,3,3,3,1,4,2,1,1,1,2,4,4,4,1,Every two hours,Teaching the material to someone else,Discussing topics with peers or instructors,Lack of motivation,1-3 hours,No (Go to 3),Student government,Poor,High,Extremely,Very little,Slightly,Moderately,Very frequently,Occasionally,Never,Severely,Use natural remedies,Very poor,5-7 hours,Extremely,Moderately nutritious,1-2 courses
351,3,2,3,2,2,3,1,1,4,1,4,1,1,2,0,I rarely take breaks during a study session,Re-reading notes and textbooks,Applying concepts to practical problems or case studies,Procrastination,4-6 hours,Yes (Go to 2.10),Volunteer work,Very Good,Very Low,Quite a bit,Quite a bit,Quite a bit,Not at all,Frequently,Never,Frequently,Severely,Use natural remedies,Good,3-5 hours,Significantly,Moderately nutritious,5-6 courses
353,4,2,4,2,4,4,2,3,2,1,1,2,4,1,2,I rarely take breaks during a study session,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Procrastination,1-3 hours,Yes (Go to 2.10),Volunteer work,Excellent,High,Slightly,None,Moderately,Slightly,Occasionally,Frequently,Very frequently,Slightly,Use natural remedies,Good,Less than 3 hours,Extremely,Somewhat nutritious,1-2 courses
355,2,1,3,3,2,1,4,1,3,3,1,1,4,4,1,Every 30 minutes,Creating and reviewing flashcards,Writing summaries or essays,Procrastination,Less than 1 hour,No (Go to 3),Sports,Poor,Very Low,Not at all,Extremely,Extremely,Slightly,Frequently,Rarely,Occasionally,Not at all,Take a break/rest,Very poor,Less than 3 hours,Slightly,Somewhat nutritious,1-2 courses
357,2,1,1,2,2,4,1,2,2,2,4,4,3,1,4,I rarely take breaks during a study session,Teaching the material to someone else,Discussing topics with peers or instructors,Procrastination,4-6 hours,No (Go to 3),Music or Arts,Poor,Very High,Quite a bit,Very little,Quite a bit,Quite a bit,Very frequently,Frequently,Frequently,Moderately,Take medication,Very poor,3-5 hours,Significantly,Somewhat nutritious,1-2 courses
359,3,2,1,4,2,3,4,4,1,2,4,3,2,3,3,Every two hours,Creating and reviewing flashcards,Discussing topics with peers or instructors,Procrastination,4-6 hours,Yes (Go to 2.10),Student government,Good,Moderate,Quite a bit,Very little,Quite a bit,Quite a bit,Never,Frequently,Very frequently,Severely,Seek medical advice,Very poor,3-5 hours,Slightly,Very nutritious,7-8 courses
361,2,4,2,3,4,3,1,3,3,2,3,4,2,1,3,Every 30 minutes,Using mnemonic devices,Applying concepts to practical problems or case studies,Time management,More than 6 hours,Yes (Go to 2.10),Student government,Very Good,Moderate,Not at all,Quite a bit,Moderately,Not at all,Very frequently,Very frequently,Very frequently,Severely,Use natural remedies,Good,7-9 hours,Slightly,Moderately nutritious,5-6 courses
363,4,3,1,1,3,1,4,1,4,2,2,2,2,1,0,Every 30 minutes,Teaching the material to someone else,Writing summaries or essays,Lack of motivation,More than 6 hours,No (Go to 3),Sports,Good,High,Quite a bit,None,Moderately,Slightly,Frequently,Frequently,Never,Severely,Seek medical advice,Poor,5-7 hours,Significantly,Very nutritious,3-4 courses
365,2,4,1,4,4,2,2,1,1,3,4,2,1,3,1,Every hour,Summarizing topics in my own words,Writing summaries or essays,Lack of motivation,Less than 1 hour,No (Go to 3),Music or Arts,Good,Moderate,Not at all,Quite a bit,Extremely,Slightly,Rarely,Occasionally,Frequently,Not at all,Seek medical advice,Good,Less than 3 hours,Moderately,Very nutritious,3-4 courses
367,1,3,2,3,3,1,3,1,1,1,2,4,2,4,2,Every 30 minutes,Creating and reviewing flashcards,Discussing topics with peers or instructors,Time management,Less than 1 hour,Yes (Go to 2.10),Sports,Good,Very Low,Moderately,Moderately,Moderately,Moderately,Rarely,Frequently,Very frequently,Moderately,Take a break/rest,Average,7-9 hours,Not at all,Not nutritious,7-8 courses
369,4,2,2,2,3,2,4,1,3,2,3,3,2,3,3,I rarely take breaks during a study session,Teaching the material to someone else,Writing summaries or essays,Lack of motivation,4-6 hours,No (Go to 3),Volunteer work,Very Good,Moderate,Quite a bit,Extremely,Extremely,Quite a bit,Never,Never,Never,Quite a bit,Take medication,Average,More than 9 hours,Moderately,Not nutritious,5-6 courses
371,2,2,1,4,3,4,4,4,2,1,1,2,2,1,3,Every hour,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,Time management,4-6 hours,Yes (Go to 2.10),nan,Fair,Very High,Extremely,Extremely,Quite a bit,Extremely,Occasionally,Frequently,Never,Severely,Take medication,Very poor,More than 9 hours,Not at all,Very nutritious,5-6 courses
373,1,2,4,4,1,4,1,3,3,4,4,2,4,2,2,Every two hours,Re-reading notes and textbooks,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",1-3 hours,No (Go to 3),Student government,Good,High,Not at all,Extremely,Moderately,Quite a bit,Frequently,Frequently,Frequently,Quite a bit,Take medication,Average,7-9 hours,Slightly,Somewhat nutritious,5-6 courses
375,3,1,1,4,3,2,2,2,1,2,1,1,4,2,2,Every two hours,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Procrastination,Less than 1 hour,Yes (Go to 2.10),Student government,Excellent,Very Low,Moderately,Moderately,Extremely,Quite a bit,Never,Very frequently,Very frequently,Not at all,Use natural remedies,Very poor,5-7 hours,Significantly,Very nutritious,1-2 courses
377,2,3,1,1,1,4,2,2,3,2,2,1,1,4,0,Every 30 minutes,Creating and reviewing flashcards,Writing summaries or essays,"Distractions (e.g., social media, noise)",4-6 hours,Yes (Go to 2.10),Volunteer work,Excellent,Moderate,Moderately,Moderately,Extremely,Extremely,Never,Frequently,Occasionally,Quite a bit,Seek medical advice,Very good,More than 9 hours,Extremely,Very nutritious,1-2 courses
379,4,1,1,2,3,4,2,1,4,1,3,2,3,2,4,Every two hours,Creating and reviewing flashcards,Discussing topics with peers or instructors,Time management,1-3 hours,No (Go to 3),Sports,Very Good,Very Low,Quite a bit,Very little,Extremely,Moderately,Frequently,Frequently,Never,Not at all,Seek medical advice,Poor,5-7 hours,Not at all,Somewhat nutritious,5-6 courses
381,1,1,2,2,3,3,1,2,2,2,3,2,1,1,4,Every two hours,Teaching the material to someone else,Taking practice tests or quizzes,Difficulty understanding the material,Less than 1 hour,No (Go to 3),Student government,Good,Low,Not at all,None,Quite a bit,Moderately,Occasionally,Never,Very frequently,Slightly,Take medication,Very good,Less than 3 hours,Not at all,Not nutritious,3-4 courses
383,4,1,2,3,2,4,3,1,3,1,1,2,2,2,0,I rarely take breaks during a study session,Re-reading notes and textbooks,Applying concepts to practical problems or case studies,Difficulty understanding the material,4-6 hours,No (Go to 3),"Clubs (e.g., debate, science)",Poor,Moderate,Slightly,Moderately,Not at all,Quite a bit,Frequently,Never,Rarely,Quite a bit,Take medication,Good,More than 9 hours,Not at all,Not nutritious,5-6 courses
385,4,3,1,2,4,2,4,3,3,3,3,3,2,3,4,Every 30 minutes,Using mnemonic devices,Applying concepts to practical problems or case studies,Procrastination,More than 6 hours,No (Go to 3),"Clubs (e.g., debate, science)",Poor,High,Not at all,Extremely,Slightly,Extremely,Occasionally,Occasionally,Occasionally,Severely,Seek medical advice,Poor,5-7 hours,Moderately,Moderately nutritious,3-4 courses
209,1,3,2,1,3,1,3,2,4,3,1,3,2,2,1,Every 30 minutes,Creating and reviewing flashcards,Discussing topics with peers or instructors,"Distractions (e.g., social media, noise)",Less than 1 hour,No (Go to 3),Other (Please specify),,,,,Extremely,,,Occasionally,Moderately affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",5-7 hours,Significantly - A good diet boosts my academic performance.,Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses,
210,1,2,3,2,1,2,4,2,3,3,2,4,3,2,0,Teaching the material to someone else,Applying concepts to practical problems or case studies,Procrastination,1-3 hours,Yes (Go to 2.10),Volunteer work,,,,Very High,,,,,Very frequently,Severely affects my studying,Seek medical advice,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,3-5 hours,Not at all - My diet does not affect my academics.,Somewhat nutritious - My diet lacks balance and variety.,More than 6 courses,
211,2,3,1,4,3,4,4,2,3,1,1,2,1,3,4,Re-reading notes and textbooks,Discussing topics with peers or instructors,Lack of motivation,More than 6 hours,Yes (Go to 2.10),Sports,,,,Very High,,,,,Very frequently,Moderately affects my studying,Take a break/rest,"Average - My sleep is interrupted, and I sometimes wake up tired.",Less than 3 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses,
212,4,3,1,3,3,3,1,4,2,2,2,1,4,1,2,Creating and reviewing flashcards,Discussing topics with peers or instructors,Difficulty understanding the material,4-6 hours,Yes (Go to 2.10),Other (Please specify),,,,Low,,,,,Never,Moderately affects my studying,Seek medical advice,Very good - I sleep soundly and wake up feeling refreshed.,3-5 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses,
213,4,3,1,1,2,1,4,4,1,3,3,2,4,2,1,Teaching the material to someone else,Applying concepts to practical problems or case studies,Lack of motivation,1-3 hours,Yes (Go to 2.10),Music or Arts,,,,Low,,,,,Very frequently,Severely affects my studying,Take a break/rest,Very good - I sleep soundly and wake up feeling refreshed.,Less than 3 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,More than 6 courses,
214,4,2,2,2,1,3,3,1,4,4,3,2,4,3,1,Teaching the material to someone else,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",More than 6 hours,Yes (Go to 2.10),Student government,,,,High,,,,,Occasionally,Slightly affects my studying,Take medication,Very good - I sleep soundly and wake up feeling refreshed.,3-5 hours,Significantly - A good diet boosts my academic performance.,Very nutritious - My diet is well balanced and includes a variety of foods.,1-2 courses,
215,1,1,3,3,3,1,3,1,1,2,4,4,3,1,2,Teaching the material to someone else,Writing summaries or essays,Lack of motivation,Less than 1 hour,Yes (Go to 2.10),"Clubs (e.g., debate, science)",,,,Low,,,,,Rarely,Slightly affects my studying,Take a break/rest,Very good - I sleep soundly and wake up feeling refreshed.,Less than 3 hours,Significantly - A good diet boosts my academic performance.,Not nutritious - My diet is poor and not balanced.,More than 6 courses,
216,2,1,1,2,3,3,2,1,3,1,4,1,4,4,4,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",1-3 hours,No (Go to 3),Other (Please specify),,,,Very High,,,,,Occasionally,Slightly affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Very nutritious - My diet is well balanced and includes a variety of foods.,5-6 courses,
217,3,2,3,4,1,1,2,4,3,2,3,4,4,3,3,Teaching the material to someone else,Writing summaries or essays,Difficulty understanding the material,1-3 hours,No (Go to 3),Sports,,,,Low,,,,,Very frequently,Slightly affects my studying,Seek medical advice,"Good - I sleep well enough, but occasionally wake up feeling tired.",5-7 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,3-4 courses,
218,2,1,3,1,1,3,1,4,2,1,2,3,1,3,2,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,Lack of motivation,Less than 1 hour,No (Go to 3),Sports,,,,Low,,,,,Never,Slightly affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Average - My sleep is interrupted, and I sometimes wake up tired.",More than 9 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,1-2 courses,
219,2,2,3,1,1,2,3,1,3,1,1,1,1,3,0,Summarizing topics in my own words,Writing summaries or essays,Procrastination,1-3 hours,Yes (Go to 2.10),Sports,,,,Low,,,,,Very frequently,Moderately affects my studying,Seek medical advice,"Good - I sleep well enough, but occasionally wake up feeling tired.",7-9 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,More than 6 courses,
220,1,2,1,4,1,4,3,2,2,3,4,3,3,1,0,Teaching the material to someone else,Applying concepts to practical problems or case studies,Lack of motivation,More than 6 hours,Yes (Go to 2.10),Volunteer work,,,,Low,,,,,Never,Does not affect my studying,Take medication,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,More than 9 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,More than 6 courses,
221,1,2,2,4,1,1,4,2,4,1,1,3,3,2,4,Summarizing topics in my own words,Applying concepts to practical problems or case studies,Difficulty understanding the material,Less than 1 hour,Yes (Go to 2.10),Sports,,,,Very High,,,,,Occasionally,Severely affects my studying,Take a break/rest,"Average - My sleep is interrupted, and I sometimes wake up tired.",5-7 hours,Not at all - My diet does not affect my academics.,Moderately nutritious - My diet is somewhat balanced but could be better.,More than 6 courses,
222,3,1,2,1,3,2,2,4,2,4,2,2,4,1,0,Re-reading notes and textbooks,Writing summaries or essays,Difficulty understanding the material,1-3 hours,No (Go to 3),Other (Please specify),,,,Very High,,,,,Occasionally,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",5-7 hours,Significantly - A good diet boosts my academic performance.,Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses,
223,1,1,1,4,1,3,2,4,1,1,1,1,3,1,2,Re-reading notes and textbooks,Applying concepts to practical problems or case studies,Procrastination,More than 6 hours,No (Go to 3),,,,,Moderate,,,,,Very frequently,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",7-9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Not nutritious - My diet is poor and not balanced.,5-6 courses,
224,4,2,2,1,1,4,4,2,2,2,3,3,4,1,1,Creating and reviewing flashcards,Discussing topics with peers or instructors,Lack of motivation,More than 6 hours,No (Go to 3),Other (Please specify),,,,Low,,,,,Rarely,Does not affect my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Poor - I frequently have difficulty sleeping and often wake up feeling tired.,More than 9 hours,Not at all - My diet does not affect my academics.,Somewhat nutritious - My diet lacks balance and variety.,3-4 courses,
225,3,3,3,2,2,3,1,4,1,4,4,4,3,2,2,Summarizing topics in my own words,Writing summaries or essays,"Distractions (e.g., social media, noise)",1-3 hours,Yes (Go to 2.10),Student government,,,,Very High,,,,,Very frequently,Does not affect my studying,Take medication,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,Less than 3 hours,"Moderately - There's some impact, but it's not dramatic.",Not nutritious - My diet is poor and not balanced.,1-2 courses,
226,1,3,1,4,3,4,1,2,2,4,4,2,2,3,4,Teaching the material to someone else,Discussing topics with peers or instructors,"Distractions (e.g., social media, noise)",1-3 hours,Yes (Go to 2.10),Other (Please specify),,,,Low,,,,,Rarely,Severely affects my studying,Seek medical advice,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,Less than 3 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Very nutritious - My diet is well balanced and includes a variety of foods.,1-2 courses,
227,4,2,1,1,2,3,2,1,2,1,2,2,2,1,2,Teaching the material to someone else,Applying concepts to practical problems or case studies,Lack of motivation,Less than 1 hour,Yes (Go to 2.10),Volunteer work,,,,Very High,,,,,Never,Severely affects my studying,Seek medical advice,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,1-2 courses,
228,4,1,3,3,1,1,2,4,2,4,2,3,4,3,4,Re-reading notes and textbooks,Applying concepts to practical problems or case studies,Lack of motivation,1-3 hours,Yes (Go to 2.10),,,,,Very High,,,,,Rarely,Slightly affects my studying,Seek medical advice,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,7-9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Very nutritious - My diet is well balanced and includes a variety of foods.,1-2 courses,
229,1,2,1,2,2,3,2,3,4,1,3,2,4,1,3,Teaching the material to someone else,Writing summaries or essays,Procrastination,Less than 1 hour,Yes (Go to 2.10),Volunteer work,,,,Very High,,,,,Rarely,Moderately affects my studying,Take medication,"Good - I sleep well enough, but occasionally wake up feeling tired.",7-9 hours,Not at all - My diet does not affect my academics.,Somewhat nutritious - My diet lacks balance and variety.,5-6 courses,
230,1,1,2,3,1,1,3,2,4,3,3,3,4,3,2,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",4-6 hours,No (Go to 3),Volunteer work,,,,High,,,,,Very frequently,Slightly affects my studying,Take a break/rest,"Good - I sleep well enough, but occasionally wake up feeling tired.",More than 9 hours,Not at all - My diet does not affect my academics.,Very nutritious - My diet is well balanced and includes a variety of foods.,1-2 courses,
231,4,2,1,3,2,2,2,4,3,1,4,1,4,4,0,Teaching the material to someone else,Writing summaries or essays,Procrastination,More than 6 hours,Yes (Go to 2.10),Sports,,,,Moderate,,,,,Rarely,Slightly affects my studying,Take medication,"Good - I sleep well enough, but occasionally wake up feeling tired.",5-7 hours,Not at all - My diet does not affect my academics.,Very nutritious - My diet is well balanced and includes a variety of foods.,3-4 courses,
232,1,2,3,1,1,3,2,1,1,3,3,1,3,4,0,Summarizing topics in my own words,Discussing topics with peers or instructors,Lack of motivation,More than 6 hours,No (Go to 3),"Clubs (e.g., debate, science)",,,,Low,,,,,Rarely,Moderately affects my studying,Take medication,"Average - My sleep is interrupted, and I sometimes wake up tired.",Less than 3 hours,"Moderately - There's some impact, but it's not dramatic.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses,
233,3,2,2,4,3,4,2,1,1,3,2,1,1,3,1,Re-reading notes and textbooks,Discussing topics with peers or instructors,"Distractions (e.g., social media, noise)",1-3 hours,No (Go to 3),Sports,,,,Very High,,,,,Occasionally,Moderately affects my studying,Take a break/rest,Very good - I sleep soundly and wake up feeling refreshed.,7-9 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,1-2 courses,
234,4,3,3,4,1,1,4,1,4,2,4,2,3,2,4,Creating and reviewing flashcards,Discussing topics with peers or instructors,Lack of motivation,1-3 hours,Yes (Go to 2.10),Music or Arts,,,,Very High,,,,,Very frequently,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Very good - I sleep soundly and wake up feeling refreshed.,5-7 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Very nutritious - My diet is well balanced and includes a variety of foods.,3-4 courses,
235,4,2,3,4,1,4,4,2,2,1,4,1,1,3,3,Summarizing topics in my own words,Discussing topics with peers or instructors,Difficulty understanding the material,1-3 hours,Yes (Go to 2.10),Volunteer work,,,,High,,,,,Occasionally,Moderately affects my studying,Take medication,"Average - My sleep is interrupted, and I sometimes wake up tired.",7-9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Very nutritious - My diet is well balanced and includes a variety of foods.,5-6 courses,
236,4,2,2,3,3,3,1,4,2,2,3,3,4,1,1,Re-reading notes and textbooks,Writing summaries or essays,Difficulty understanding the material,4-6 hours,Yes (Go to 2.10),,,,,Low,,,,,Never,Does not affect my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Very good - I sleep soundly and wake up feeling refreshed.,7-9 hours,"Moderately - There's some impact, but it's not dramatic.",Somewhat nutritious - My diet lacks balance and variety.,5-6 courses,
237,4,1,1,2,2,1,2,2,2,2,2,1,2,1,1,Creating and reviewing flashcards,Applying concepts to practical problems or case studies,"Distractions (e.g., social media, noise)",Less than 1 hour,Yes (Go to 2.10),Sports,,,,Very High,,,,,Never,Severely affects my studying,Take medication,Very good - I sleep soundly and wake up feeling refreshed.,More than 9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Moderately nutritious - My diet is somewhat balanced but could be better.,5-6 courses,
238,4,3,1,3,1,3,1,4,2,1,3,2,2,4,2,Teaching the material to someone else,Applying concepts to practical problems or case studies,Lack of motivation,1-3 hours,No (Go to 3),Other (Please specify),,,,Low,,,,,Rarely,Severely affects my studying,Take a break/rest,"Good - I sleep well enough, but occasionally wake up feeling tired.",More than 9 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Somewhat nutritious - My diet lacks balance and variety.,3-4 courses,
239,3,2,3,3,1,4,3,1,2,3,4,3,3,3,1,Re-reading notes and textbooks,Writing summaries or essays,Procrastination,4-6 hours,Yes (Go to 2.10),Music or Arts,,,,Low,,,,,Never,Does not affect my studying,"Use natural remedies (e.g., essential oils, herbal tea)","Good - I sleep well enough, but occasionally wake up feeling tired.",3-5 hours,Significantly - A good diet boosts my academic performance.,Very nutritious - My diet is well balanced and includes a variety of foods.,1-2 courses,
240,1,3,1,2,1,2,3,1,1,1,2,3,4,1,1,Summarizing topics in my own words,Writing summaries or essays,Difficulty understanding the material,4-6 hours,Yes (Go to 2.10),,,,,Low,,,,,Never,Severely affects my studying,"Use natural remedies (e.g., essential oils, herbal tea)",Very good - I sleep soundly and wake up feeling refreshed.,Less than 3 hours,Significantly - A good diet boosts my academic performance.,Somewhat nutritious - My diet lacks balance and variety.,5-6 courses,
241,1,3,1,3,1,1,2,3,1,2,2,2,4,3,0,Summarizing topics in my own words,Discussing topics with peers or instructors,Difficulty understanding the material,Less than 1 hour,Yes (Go to 2.10),Sports,,,,Very High,,,,,Occasionally,Slightly affects my studying,Take a break/rest,"Good - I sleep well enough, but occasionally wake up feeling tired.",7-9 hours,Not at all - My diet does not affect my academics.,Not nutritious - My diet is poor and not balanced.,1-2 courses,
242,1,3,2,1,1,1,4,1,2,1,3,4,2,2,0,Re-reading notes and textbooks,Writing summaries or essays,Procrastination,4-6 hours,Yes (Go to 2.10),Volunteer work,,,,High,,,,,Never,Severely affects my studying,Take a break/rest,Poor - I frequently have difficulty sleeping and often wake up feeling tired.,3-5 hours,"Slightly - There's a slight impact, but it's hardly noticeable.",Very nutritious - My diet is well balanced and includes a variety of foods.,5-6 courses,
